location,date,people_vaccinated_per_hundred
Czechia,10/13/22,66.47
Estonia,10/13/22,65.41
Dominican Republic,10/13/22,64.89
Oceania,10/13/22,64.53
Lower middle income,10/13/22,62.82
Pakistan,10/13/22,59.13
Russia,10/13/22,59.02
Croatia,10/13/22,57.53
Poland,10/13/22,57.19
Curacao,10/13/22,56.76
Kosovo,10/13/22,50.86
Georgia,10/13/22,44.19
Africa,10/13/22,29.35
Kyrgyzstan,10/13/22,24.29
Low income,10/13/22,22.13
Cuba,10/12/22,95.49
Chile,10/12/22,92.19
Hong Kong,10/12/22,91.89
Singapore,10/12/22,91.57
Argentina,10/12/22,90.82
Malta,10/12/22,89.65
Peru,10/12/22,87.86
Uruguay,10/12/22,87.7
Canada,10/12/22,87.08
South Korea,10/12/22,87.07
Italy,10/12/22,86.12
South America,10/12/22,85.15
Japan,10/12/22,84.11
Malaysia,10/12/22,82.82
Upper middle income,10/12/22,82.75
Denmark,10/12/22,81.74
France,10/12/22,80.49
England,10/12/22,80.09
Norway,10/12/22,79.98
United States,10/12/22,79.96
Belgium,10/12/22,79.44
High income,10/12/22,79.11
Sri Lanka,10/12/22,78.47
Germany,10/12/22,77.71
Austria,10/12/22,77.07
Asia,10/12/22,76.48
Greece,10/12/22,76.35
Northern Ireland,10/12/22,75.39
North America,10/12/22,75.17
European Union,10/12/22,74.45
Luxembourg,10/12/22,74.39
Iran,10/12/22,73.49
India,10/12/22,72.44
Israel,10/12/22,71.11
Lithuania,10/12/22,71.11
Switzerland,10/12/22,69.72
Europe,10/12/22,69.35
Liechtenstein,10/12/22,67.99
World,10/12/22,67.69
Czechia,10/12/22,66.47
Estonia,10/12/22,65.41
Oceania,10/12/22,64.53
Lower middle income,10/12/22,62.81
Pakistan,10/12/22,59.13
Russia,10/12/22,58.99
Croatia,10/12/22,57.53
Poland,10/12/22,57.19
South Africa,10/12/22,37.32
Africa,10/12/22,29.35
Iraq,10/12/22,25.13
Low income,10/12/22,22.13
Qatar,10/11/22,104.83
Cuba,10/11/22,95.49
Chile,10/11/22,92.19
Hong Kong,10/11/22,91.88
Singapore,10/11/22,91.57
Taiwan,10/11/22,91
Argentina,10/11/22,90.82
Malta,10/11/22,89.65
Peru,10/11/22,87.85
Uruguay,10/11/22,87.7
South Korea,10/11/22,87.07
Canada,10/11/22,87.04
Brazil,10/11/22,87.03
Italy,10/11/22,86.12
South America,10/11/22,85.15
Aruba,10/11/22,84.42
Bahrain,10/11/22,84.27
Japan,10/11/22,84.11
Malaysia,10/11/22,82.82
Upper middle income,10/11/22,82.75
Denmark,10/11/22,81.74
Finland,10/11/22,81.62
Kuwait,10/11/22,80.72
France,10/11/22,80.49
England,10/11/22,80.09
Norway,10/11/22,79.98
United States,10/11/22,79.94
Belgium,10/11/22,79.44
High income,10/11/22,79.11
Germany,10/11/22,77.71
Austria,10/11/22,77.07
Asia,10/11/22,76.48
Greece,10/11/22,76.35
Northern Ireland,10/11/22,75.39
North America,10/11/22,75.16
European Union,10/11/22,74.45
Luxembourg,10/11/22,74.39
India,10/11/22,72.44
Israel,10/11/22,71.11
Lithuania,10/11/22,71.11
Switzerland,10/11/22,69.72
Europe,10/11/22,69.35
Turkey,10/11/22,67.88
World,10/11/22,67.69
Morocco,10/11/22,66.76
Czechia,10/11/22,66.47
Estonia,10/11/22,65.4
Dominican Republic,10/11/22,64.88
Oceania,10/11/22,64.53
Hungary,10/11/22,64.4
Timor,10/11/22,63.84
Lower middle income,10/11/22,62.81
Pakistan,10/11/22,59.13
Croatia,10/11/22,57.53
Poland,10/11/22,57.19
Curacao,10/11/22,56.76
Kazakhstan,10/11/22,55.87
Kosovo,10/11/22,50.86
South Africa,10/11/22,37.31
Somalia,10/11/22,35.25
Africa,10/11/22,29.34
Afghanistan,10/11/22,26.71
Kyrgyzstan,10/11/22,24.27
Low income,10/11/22,22.13
Chile,10/10/22,92.19
Hong Kong,10/10/22,91.87
Singapore,10/10/22,91.56
Taiwan,10/10/22,90.98
Argentina,10/10/22,90.82
Malta,10/10/22,89.65
Peru,10/10/22,87.84
South Korea,10/10/22,87.07
Canada,10/10/22,87.04
Brazil,10/10/22,87.03
Italy,10/10/22,86.12
Samoa,10/10/22,85.92
South America,10/10/22,85.14
Aruba,10/10/22,84.42
Bahrain,10/10/22,84.27
Japan,10/10/22,84.1
Malaysia,10/10/22,82.82
Upper middle income,10/10/22,82.75
Denmark,10/10/22,81.74
Wales,10/10/22,81.67
France,10/10/22,80.49
England,10/10/22,80.09
Norway,10/10/22,79.98
United States,10/10/22,79.92
Belgium,10/10/22,79.44
High income,10/10/22,79.1
Germany,10/10/22,77.71
Austria,10/10/22,77.06
Asia,10/10/22,76.48
Fiji,10/10/22,76.41
Greece,10/10/22,76.35
Maldives,10/10/22,76.2
Northern Ireland,10/10/22,75.39
North America,10/10/22,75.15
European Union,10/10/22,74.45
Luxembourg,10/10/22,74.39
Indonesia,10/10/22,74.14
India,10/10/22,72.43
Kiribati,10/10/22,71.39
Israel,10/10/22,71.11
Lithuania,10/10/22,71.11
Switzerland,10/10/22,69.71
Europe,10/10/22,69.35
Liechtenstein,10/10/22,67.99
Turkey,10/10/22,67.88
World,10/10/22,67.68
Czechia,10/10/22,66.47
New Caledonia,10/10/22,66.08
Estonia,10/10/22,65.4
Oceania,10/10/22,64.53
Lower middle income,10/10/22,62.81
French Polynesia,10/10/22,62.31
Russia,10/10/22,58.98
Kazakhstan,10/10/22,55.87
Kosovo,10/10/22,50.86
Lebanon,10/10/22,49.74
South Africa,10/10/22,37.31
Jamaica,10/10/22,29.52
Africa,10/10/22,29.28
Kyrgyzstan,10/10/22,24.25
Djibouti,10/10/22,22.05
Low income,10/10/22,21.99
Papua New Guinea,10/10/22,3.48
Cuba,10/9/22,95.49
Chile,10/9/22,92.19
Hong Kong,10/9/22,91.87
Singapore,10/9/22,91.56
Argentina,10/9/22,90.82
Bhutan,10/9/22,89.28
Peru,10/9/22,87.83
South Korea,10/9/22,87.07
Brazil,10/9/22,87.02
Canada,10/9/22,86.98
Italy,10/9/22,86.12
South America,10/9/22,85.14
Bahrain,10/9/22,84.27
Japan,10/9/22,84.1
Malaysia,10/9/22,82.81
Upper middle income,10/9/22,82.75
Denmark,10/9/22,81.74
Wales,10/9/22,81.67
France,10/9/22,80.49
England,10/9/22,80.09
Mauritius,10/9/22,79.99
Norway,10/9/22,79.98
United States,10/9/22,79.9
Belgium,10/9/22,79.44
High income,10/9/22,79.09
Sri Lanka,10/9/22,78.47
Germany,10/9/22,77.71
Austria,10/9/22,77.06
Asia,10/9/22,76.48
Greece,10/9/22,76.35
Jersey,10/9/22,75.9
Northern Ireland,10/9/22,75.39
North America,10/9/22,75.13
European Union,10/9/22,74.45
Iran,10/9/22,73.48
India,10/9/22,72.43
Israel,10/9/22,71.11
Lithuania,10/9/22,71.11
Europe,10/9/22,69.35
Liberia,10/9/22,68.54
Turkey,10/9/22,67.88
World,10/9/22,67.67
Rwanda,10/9/22,66.62
Czechia,10/9/22,66.47
Estonia,10/9/22,65.4
Dominican Republic,10/9/22,64.88
Oceania,10/9/22,64.5
Lower middle income,10/9/22,62.81
Uzbekistan,10/9/22,60.75
Croatia,10/9/22,57.53
Poland,10/9/22,57.18
Sao Tome and Principe,10/9/22,56.03
Kosovo,10/9/22,50.86
Mauritania,10/9/22,42.37
Mozambique,10/9/22,41.04
North Macedonia,10/9/22,40.81
Angola,10/9/22,39.96
Uganda,10/9/22,39.93
Zimbabwe,10/9/22,39.45
South Africa,10/9/22,37.31
Tanzania,10/9/22,36.17
Ghana,10/9/22,35.11
Africa,10/9/22,29.28
Nigeria,10/9/22,25.13
Togo,10/9/22,24.51
Kyrgyzstan,10/9/22,24.24
Namibia,10/9/22,23.12
Low income,10/9/22,21.99
South Sudan,10/9/22,19.42
Malawi,10/9/22,18.37
Mali,10/9/22,10.87
Cameroon,10/9/22,5.79
Madagascar,10/9/22,5.74
Democratic Republic of Congo,10/9/22,5.65
Burundi,10/9/22,0.17
Cuba,10/8/22,95.49
Chile,10/8/22,92.19
Hong Kong,10/8/22,91.86
Singapore,10/8/22,91.56
Argentina,10/8/22,90.82
Malta,10/8/22,89.64
Peru,10/8/22,87.83
Uruguay,10/8/22,87.69
South Korea,10/8/22,87.07
Brazil,10/8/22,87.02
Canada,10/8/22,86.98
Italy,10/8/22,86.12
South America,10/8/22,85.14
Bahrain,10/8/22,84.27
Japan,10/8/22,84.1
Malaysia,10/8/22,82.81
Upper middle income,10/8/22,82.75
Denmark,10/8/22,81.74
Wales,10/8/22,81.67
France,10/8/22,80.49
England,10/8/22,80.08
Norway,10/8/22,79.98
United States,10/8/22,79.89
Belgium,10/8/22,79.44
High income,10/8/22,79.09
Germany,10/8/22,77.71
Austria,10/8/22,77.06
Asia,10/8/22,76.47
Greece,10/8/22,76.35
Northern Ireland,10/8/22,75.38
North America,10/8/22,75.13
European Union,10/8/22,74.45
Luxembourg,10/8/22,74.39
India,10/8/22,72.43
Lithuania,10/8/22,71.11
Switzerland,10/8/22,69.71
Europe,10/8/22,69.35
Turkey,10/8/22,67.88
World,10/8/22,67.56
Czechia,10/8/22,66.47
Estonia,10/8/22,65.4
Dominican Republic,10/8/22,64.88
Oceania,10/8/22,64.5
Lower middle income,10/8/22,62.57
Pakistan,10/8/22,59.13
Croatia,10/8/22,57.53
Poland,10/8/22,57.18
Kosovo,10/8/22,50.86
South Africa,10/8/22,37.31
Africa,10/8/22,28.64
Kyrgyzstan,10/8/22,24.24
Low income,10/8/22,21.84
Brunei,10/7/22,100.24
Cuba,10/7/22,95.48
Portugal,10/7/22,95.03
Chile,10/7/22,92.19
Hong Kong,10/7/22,91.85
Singapore,10/7/22,91.56
Taiwan,10/7/22,90.97
Argentina,10/7/22,90.82
Cambodia,10/7/22,90.66
Cayman Islands,10/7/22,89.91
Malta,10/7/22,89.64
Peru,10/7/22,87.82
Uruguay,10/7/22,87.69
Nicaragua,10/7/22,87.56
South Korea,10/7/22,87.07
Brazil,10/7/22,87.02
Canada,10/7/22,86.95
Costa Rica,10/7/22,86.4
Italy,10/7/22,86.12
South America,10/7/22,85.14
Aruba,10/7/22,84.41
Bahrain,10/7/22,84.27
Japan,10/7/22,84.1
Malaysia,10/7/22,82.81
Upper middle income,10/7/22,82.75
Colombia,10/7/22,82.43
Denmark,10/7/22,81.74
Wales,10/7/22,81.66
France,10/7/22,80.49
England,10/7/22,80.08
Norway,10/7/22,79.98
United States,10/7/22,79.88
Belgium,10/7/22,79.44
High income,10/7/22,79.09
Germany,10/7/22,77.71
Austria,10/7/22,77.06
Asia,10/7/22,76.47
Greece,10/7/22,76.35
Mexico,10/7/22,76.22
Northern Ireland,10/7/22,75.38
North America,10/7/22,75.12
European Union,10/7/22,74.45
Luxembourg,10/7/22,74.39
India,10/7/22,72.43
Israel,10/7/22,71.11
Lithuania,10/7/22,71.11
Switzerland,10/7/22,69.71
Europe,10/7/22,69.35
Anguilla,10/7/22,68.35
Liechtenstein,10/7/22,67.99
Turkey,10/7/22,67.88
World,10/7/22,67.55
Sint Maarten (Dutch part),10/7/22,67.41
Czechia,10/7/22,66.47
Estonia,10/7/22,65.4
Dominican Republic,10/7/22,64.87
Oceania,10/7/22,64.5
Lower middle income,10/7/22,62.56
Belize,10/7/22,61.99
Bolivia,10/7/22,60.22
Russia,10/7/22,58.96
Paraguay,10/7/22,58.47
Barbados,10/7/22,58.1
Croatia,10/7/22,57.53
Poland,10/7/22,57.18
Curacao,10/7/22,56.76
Kazakhstan,10/7/22,55.87
Kosovo,10/7/22,50.86
Guatemala,10/7/22,49.36
Montserrat,10/7/22,47.68
Dominica,10/7/22,45.35
South Africa,10/7/22,37.3
Saint Vincent and the Grenadines,10/7/22,35.86
Africa,10/7/22,28.64
Kyrgyzstan,10/7/22,24.24
Low income,10/7/22,21.84
Cuba,10/6/22,95.48
Chile,10/6/22,92.19
Hong Kong,10/6/22,91.84
Singapore,10/6/22,91.56
Taiwan,10/6/22,90.95
Argentina,10/6/22,90.82
Malta,10/6/22,89.64
Peru,10/6/22,87.82
Uruguay,10/6/22,87.69
South Korea,10/6/22,87.07
Canada,10/6/22,86.92
Italy,10/6/22,86.12
South America,10/6/22,85.1
Aruba,10/6/22,84.41
Bahrain,10/6/22,84.27
Japan,10/6/22,84.1
Malaysia,10/6/22,82.81
Upper middle income,10/6/22,82.73
Denmark,10/6/22,81.74
Wales,10/6/22,81.66
France,10/6/22,80.49
England,10/6/22,80.07
Norway,10/6/22,79.98
United States,10/6/22,79.86
Belgium,10/6/22,79.44
High income,10/6/22,79.08
Germany,10/6/22,77.71
Austria,10/6/22,77.06
Asia,10/6/22,76.47
Greece,10/6/22,76.35
Northern Ireland,10/6/22,75.38
North America,10/6/22,75.07
European Union,10/6/22,74.45
Luxembourg,10/6/22,74.39
Sweden,10/6/22,74.14
India,10/6/22,72.43
Israel,10/6/22,71.11
Lithuania,10/6/22,71.1
Switzerland,10/6/22,69.71
Europe,10/6/22,69.35
Turkey,10/6/22,67.88
World,10/6/22,67.55
Philippines,10/6/22,67.36
Czechia,10/6/22,66.47
Estonia,10/6/22,65.4
Dominican Republic,10/6/22,64.87
Oceania,10/6/22,64.5
Lower middle income,10/6/22,62.56
Bolivia,10/6/22,60.21
Pakistan,10/6/22,59.12
Croatia,10/6/22,57.53
Poland,10/6/22,57.18
Curacao,10/6/22,56.76
Kazakhstan,10/6/22,55.87
Kosovo,10/6/22,50.86
South Africa,10/6/22,37.3
Africa,10/6/22,28.64
Kyrgyzstan,10/6/22,24.23
Low income,10/6/22,21.84
Cuba,10/5/22,95.48
Chile,10/5/22,92.18
Hong Kong,10/5/22,91.83
Singapore,10/5/22,91.56
Taiwan,10/5/22,90.94
Argentina,10/5/22,90.81
Malta,10/5/22,89.63
Peru,10/5/22,87.81
Uruguay,10/5/22,87.69
South Korea,10/5/22,87.07
Canada,10/5/22,86.88
Spain,10/5/22,86.86
Italy,10/5/22,86.12
South America,10/5/22,85.1
Aruba,10/5/22,84.4
Bahrain,10/5/22,84.27
Japan,10/5/22,84.1
Malaysia,10/5/22,82.81
Upper middle income,10/5/22,82.73
Denmark,10/5/22,81.74
Finland,10/5/22,81.62
Ireland,10/5/22,81.57
France,10/5/22,80.49
England,10/5/22,80.07
Norway,10/5/22,79.97
United States,10/5/22,79.84
Belgium,10/5/22,79.44
High income,10/5/22,79.07
Germany,10/5/22,77.71
Bangladesh,10/5/22,77.41
Austria,10/5/22,77.06
Asia,10/5/22,76.47
Greece,10/5/22,76.35
Northern Ireland,10/5/22,75.38
North America,10/5/22,75.06
European Union,10/5/22,74.45
Luxembourg,10/5/22,74.39
India,10/5/22,72.43
Lithuania,10/5/22,71.1
Switzerland,10/5/22,69.71
Europe,10/5/22,69.35
Turkey,10/5/22,67.88
World,10/5/22,67.54
Czechia,10/5/22,66.46
Estonia,10/5/22,65.39
Dominican Republic,10/5/22,64.87
Oceania,10/5/22,64.5
Lower middle income,10/5/22,62.56
Bolivia,10/5/22,60.21
Pakistan,10/5/22,59.12
Russia,10/5/22,58.96
Croatia,10/5/22,57.53
Poland,10/5/22,57.18
Kazakhstan,10/5/22,55.86
Kosovo,10/5/22,50.86
Zimbabwe,10/5/22,39.44
South Africa,10/5/22,37.29
Africa,10/5/22,28.64
Kyrgyzstan,10/5/22,24.22
Low income,10/5/22,21.84
Cuba,10/4/22,95.48
Chile,10/4/22,92.18
Hong Kong,10/4/22,91.82
Singapore,10/4/22,91.56
Taiwan,10/4/22,90.93
Argentina,10/4/22,90.81
Malta,10/4/22,89.63
Peru,10/4/22,87.81
Uruguay,10/4/22,87.69
South Korea,10/4/22,87.07
Canada,10/4/22,86.85
Italy,10/4/22,86.12
Samoa,10/4/22,85.92
South America,10/4/22,85.1
Aruba,10/4/22,84.39
Bahrain,10/4/22,84.27
Japan,10/4/22,84.1
New Zealand,10/4/22,82.88
Malaysia,10/4/22,82.81
Upper middle income,10/4/22,82.73
Denmark,10/4/22,81.74
Ireland,10/4/22,81.57
Kuwait,10/4/22,80.71
France,10/4/22,80.49
England,10/4/22,80.07
Norway,10/4/22,79.97
United States,10/4/22,79.82
Belgium,10/4/22,79.43
High income,10/4/22,79.06
Sri Lanka,10/4/22,78.47
Germany,10/4/22,77.7
Austria,10/4/22,77.06
Asia,10/4/22,76.46
Fiji,10/4/22,76.38
Greece,10/4/22,76.35
Maldives,10/4/22,76.2
Northern Ireland,10/4/22,75.38
North America,10/4/22,75.05
European Union,10/4/22,74.44
Luxembourg,10/4/22,74.39
India,10/4/22,72.43
Israel,10/4/22,71.11
Lithuania,10/4/22,71.1
Switzerland,10/4/22,69.71
Europe,10/4/22,69.34
Turkey,10/4/22,67.88
World,10/4/22,67.54
Morocco,10/4/22,66.75
Czechia,10/4/22,66.46
New Caledonia,10/4/22,66.07
Estonia,10/4/22,65.39
Dominican Republic,10/4/22,64.86
Oceania,10/4/22,64.5
Hungary,10/4/22,64.39
Timor,10/4/22,63.78
Lower middle income,10/4/22,62.55
Bolivia,10/4/22,60.2
Pakistan,10/4/22,59.12
Russia,10/4/22,58.93
Croatia,10/4/22,57.53
Poland,10/4/22,57.18
Curacao,10/4/22,56.76
Kosovo,10/4/22,50.86
Solomon Islands,10/4/22,43.05
South Africa,10/4/22,37.29
Africa,10/4/22,28.64
Afghanistan,10/4/22,26.65
Kyrgyzstan,10/4/22,24.2
Low income,10/4/22,21.84
Qatar,10/3/22,104.4
Cuba,10/3/22,95.48
Chile,10/3/22,92.18
Hong Kong,10/3/22,91.81
Singapore,10/3/22,91.55
Taiwan,10/3/22,90.92
Argentina,10/3/22,90.81
Malta,10/3/22,89.63
Peru,10/3/22,87.8
Uruguay,10/3/22,87.69
South Korea,10/3/22,87.07
Canada,10/3/22,86.83
Italy,10/3/22,86.12
South America,10/3/22,85.1
Aruba,10/3/22,84.38
Bahrain,10/3/22,84.27
Japan,10/3/22,84.1
New Zealand,10/3/22,82.88
Malaysia,10/3/22,82.81
Upper middle income,10/3/22,82.73
Denmark,10/3/22,81.74
Ireland,10/3/22,81.57
France,10/3/22,80.48
England,10/3/22,80.07
Norway,10/3/22,79.97
United States,10/3/22,79.8
Belgium,10/3/22,79.43
High income,10/3/22,79.06
Germany,10/3/22,77.7
Austria,10/3/22,77.06
Asia,10/3/22,76.45
Greece,10/3/22,76.35
Northern Ireland,10/3/22,75.38
North America,10/3/22,75.04
European Union,10/3/22,74.44
Luxembourg,10/3/22,74.38
India,10/3/22,72.43
Israel,10/3/22,71.1
Lithuania,10/3/22,71.1
Switzerland,10/3/22,69.71
Europe,10/3/22,69.34
Turkey,10/3/22,67.88
World,10/3/22,67.53
Czechia,10/3/22,66.46
Estonia,10/3/22,65.39
Dominican Republic,10/3/22,64.86
Oceania,10/3/22,64.49
Lower middle income,10/3/22,62.55
Bolivia,10/3/22,60.2
Russia,10/3/22,58.91
Croatia,10/3/22,57.53
Curacao,10/3/22,56.76
Kosovo,10/3/22,50.86
Lebanon,10/3/22,49.72
Zimbabwe,10/3/22,39.43
Jamaica,10/3/22,29.49
Africa,10/3/22,28.64
Kyrgyzstan,10/3/22,24.19
Low income,10/3/22,21.84
Cuba,10/2/22,95.47
Chile,10/2/22,92.18
Hong Kong,10/2/22,91.79
Singapore,10/2/22,91.55
Taiwan,10/2/22,90.92
Argentina,10/2/22,90.8
Bhutan,10/2/22,89.26
Peru,10/2/22,87.8
South Korea,10/2/22,87.07
Canada,10/2/22,86.77
Italy,10/2/22,86.12
South America,10/2/22,85.1
Bahrain,10/2/22,84.27
Japan,10/2/22,84.1
New Zealand,10/2/22,82.88
Malaysia,10/2/22,82.81
Upper middle income,10/2/22,82.72
Denmark,10/2/22,81.74
Wales,10/2/22,81.66
Ireland,10/2/22,81.57
France,10/2/22,80.48
England,10/2/22,80.06
Norway,10/2/22,79.97
United States,10/2/22,79.78
Belgium,10/2/22,79.43
High income,10/2/22,79.05
Germany,10/2/22,77.7
Austria,10/2/22,77.05
Asia,10/2/22,76.45
Greece,10/2/22,76.35
Jersey,10/2/22,75.87
Northern Ireland,10/2/22,75.38
North America,10/2/22,75.02
European Union,10/2/22,74.44
Luxembourg,10/2/22,74.38
Indonesia,10/2/22,74.11
El Salvador,10/2/22,73.43
India,10/2/22,72.43
Israel,10/2/22,71.1
Lithuania,10/2/22,71.1
Europe,10/2/22,69.31
Liberia,10/2/22,68.54
Turkey,10/2/22,67.88
World,10/2/22,67.53
Czechia,10/2/22,66.46
Estonia,10/2/22,65.39
Dominican Republic,10/2/22,64.86
Oceania,10/2/22,64.49
Lower middle income,10/2/22,62.54
Botswana,10/2/22,60.43
Bolivia,10/2/22,60.19
Croatia,10/2/22,57.53
Poland,10/2/22,57.17
Comoros,10/2/22,52.44
Kosovo,10/2/22,50.86
Angola,10/2/22,39.96
Zimbabwe,10/2/22,39.43
Guinea,10/2/22,37.48
Sierra Leone,10/2/22,36.94
Ghana,10/2/22,34.61
Libya,10/2/22,33.89
Bulgaria,10/2/22,31
Somalia,10/2/22,29.67
Africa,10/2/22,28.64
Togo,10/2/22,24.51
Kyrgyzstan,10/2/22,24.18
Benin,10/2/22,24.02
Namibia,10/2/22,23.09
Chad,10/2/22,21.89
Low income,10/2/22,21.84
Djibouti,10/2/22,21.73
Niger,10/2/22,14.27
Burkina Faso,10/2/22,13.58
Mali,10/2/22,10.51
Senegal,10/2/22,9.03
Cameroon,10/2/22,5.78
Democratic Republic of Congo,10/2/22,5.6
Madagascar,10/2/22,5.57
Burundi,10/2/22,0.16
Cuba,10/1/22,95.47
Chile,10/1/22,92.18
Hong Kong,10/1/22,91.78
Singapore,10/1/22,91.55
Argentina,10/1/22,90.8
Malta,10/1/22,89.63
Peru,10/1/22,87.8
South Korea,10/1/22,87.07
Canada,10/1/22,86.77
Italy,10/1/22,86.12
South America,10/1/22,85.1
Bahrain,10/1/22,84.27
Japan,10/1/22,84.09
New Zealand,10/1/22,82.88
Malaysia,10/1/22,82.81
Upper middle income,10/1/22,82.72
Denmark,10/1/22,81.74
Wales,10/1/22,81.66
Ireland,10/1/22,81.57
France,10/1/22,80.48
England,10/1/22,80.06
Norway,10/1/22,79.97
United States,10/1/22,79.77
Belgium,10/1/22,79.43
High income,10/1/22,79.05
Germany,10/1/22,77.7
Bangladesh,10/1/22,77.15
Austria,10/1/22,77.05
Asia,10/1/22,76.45
Greece,10/1/22,76.35
Northern Ireland,10/1/22,75.38
North America,10/1/22,75.01
European Union,10/1/22,74.44
Luxembourg,10/1/22,74.38
India,10/1/22,72.43
Israel,10/1/22,71.1
Lithuania,10/1/22,71.1
Switzerland,10/1/22,69.71
Europe,10/1/22,69.31
Turkey,10/1/22,67.88
World,10/1/22,67.51
Czechia,10/1/22,66.46
Estonia,10/1/22,65.39
Dominican Republic,10/1/22,64.86
Oceania,10/1/22,64.49
Lower middle income,10/1/22,62.54
Bolivia,10/1/22,60.19
Croatia,10/1/22,57.53
Poland,10/1/22,57.17
Kosovo,10/1/22,50.86
Zimbabwe,10/1/22,39.43
Africa,10/1/22,28.51
Kyrgyzstan,10/1/22,24.18
Low income,10/1/22,21.62
Cuba,9/30/22,95.47
Portugal,9/30/22,95.02
Chile,9/30/22,92.18
Hong Kong,9/30/22,91.75
Singapore,9/30/22,91.55
Taiwan,9/30/22,90.91
Argentina,9/30/22,90.8
Cambodia,9/30/22,90.62
Malta,9/30/22,89.63
Peru,9/30/22,87.8
Uruguay,9/30/22,87.69
Nicaragua,9/30/22,87.47
South Korea,9/30/22,87.07
Canada,9/30/22,86.77
Italy,9/30/22,86.12
South America,9/30/22,85.1
Aruba,9/30/22,84.38
Bahrain,9/30/22,84.27
Japan,9/30/22,84.09
New Zealand,9/30/22,82.88
Malaysia,9/30/22,82.81
Upper middle income,9/30/22,82.72
Denmark,9/30/22,81.74
Wales,9/30/22,81.66
Ireland,9/30/22,81.57
France,9/30/22,80.48
England,9/30/22,80.06
Norway,9/30/22,79.97
United States,9/30/22,79.76
Thailand,9/30/22,79.51
Panama,9/30/22,79.47
Belgium,9/30/22,79.43
High income,9/30/22,79.04
Germany,9/30/22,77.7
Austria,9/30/22,77.05
Asia,9/30/22,76.44
Greece,9/30/22,76.35
Northern Ireland,9/30/22,75.38
North America,9/30/22,75.01
European Union,9/30/22,74.44
Luxembourg,9/30/22,74.38
India,9/30/22,72.42
Israel,9/30/22,71.1
Lithuania,9/30/22,71.1
Switzerland,9/30/22,69.71
Europe,9/30/22,69.31
Anguilla,9/30/22,68.34
Turkey,9/30/22,67.88
World,9/30/22,67.5
Czechia,9/30/22,66.46
Estonia,9/30/22,65.39
Dominican Republic,9/30/22,64.86
Oceania,9/30/22,64.49
Lower middle income,9/30/22,62.52
Belize,9/30/22,61.94
Honduras,9/30/22,60.89
Bolivia,9/30/22,60.19
Pakistan,9/30/22,59.11
Russia,9/30/22,58.8
Paraguay,9/30/22,58.45
Croatia,9/30/22,57.52
Poland,9/30/22,57.17
Curacao,9/30/22,56.75
Kazakhstan,9/30/22,55.86
Kosovo,9/30/22,50.86
Guatemala,9/30/22,49.27
Dominica,9/30/22,45.34
Bahamas,9/30/22,42.25
South Africa,9/30/22,37.28
Grenada,9/30/22,35.15
Jamaica,9/30/22,29.48
Africa,9/30/22,28.51
Kyrgyzstan,9/30/22,24.18
Low income,9/30/22,21.62
Cuba,9/29/22,95.47
Chile,9/29/22,92.18
Hong Kong,9/29/22,91.71
Singapore,9/29/22,91.55
Taiwan,9/29/22,90.88
Argentina,9/29/22,90.8
Malta,9/29/22,89.62
Peru,9/29/22,87.79
Uruguay,9/29/22,87.69
South Korea,9/29/22,87.07
Canada,9/29/22,86.73
Italy,9/29/22,86.12
South America,9/29/22,85.1
Aruba,9/29/22,84.37
Bahrain,9/29/22,84.27
Japan,9/29/22,84.09
New Zealand,9/29/22,82.88
Malaysia,9/29/22,82.81
Upper middle income,9/29/22,82.71
Denmark,9/29/22,81.74
Wales,9/29/22,81.66
Ireland,9/29/22,81.57
